lake,sampling_timestamp,sample_timestamp,site_name,station_name,depth,value_sign,unit_symbol,method,laboratory,sampling_number,sample_number,rdl,sample_location,sample_type,aluminum_dissolved,aluminum_total_recoverable,calcium_dissolved,calcium_total,copper_dissolved,copper_total_recoverable,lead_dissolved,lead_total_recoverable,nickel_dissolved,nickel_total_recoverable,nitrogen_dissolved,oxygen_biochemical_demand,oxygen_dissolved_percent_saturation,ph,phosphorus_total,phosphorus_total_dissolved,turbidity,vanadium_dissolved,vanadium_total_recoverable
kearl,2010-08-31 15:45:00,2010-08-31 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.0409,,,,,,,,,,,
kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.0354,,,,,,,,,,,
kearl,2011-09-10 12:00:00,2011-09-10 11:00:00,KEARL LAKE,KEARL LAKE,,<,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.0001,'---,,,,,,,,,0.1,,,,,,,,,,,
kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.0123,,,,,,,,,,,
kearl,2012-09-08 12:00:00,2012-09-08 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.0001,'---,,,,,,,,,0.1,,,,,,,,,,,
kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.0198,,,,,,,,,,,
kearl,2013-09-07 12:00:00,2013-09-07 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.0001,'---,,,,,,,,,0.1,,,,,,,,,,,
kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.003,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,0.008,,,,,,,,,,,
kearl,2014-09-11 12:00:00,2014-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,3E-06,'---,,,,,,,,,0.014,,,,,,,,,,,
kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.003,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.03,,,,,,,,,,,
kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,3E-06,'---,,,,,,,,,0.032,,,,,,,,,,,
kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,3E-06,'---,,,,,,,,,0.043,,,,,,,,,,,
kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.003,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,0.484,,,,,,,,,,,
kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,3E-06,'---,,,,,,,,,0.025,,,,,,,,,,,
kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,3E-06,'---,,,,,,,,,0.058,,,,,,,,,,,
kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.004,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.021,,,,,,,,,,,
kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.004,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.005,,,,,,,,,,,
kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.004,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.062,,,,,,,,,,,
kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.004,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,0.041,,,,,,,,,,,
kearl,2003-03-24 12:00:00,2003-03-24 12:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104242,,6E-05,'---,,,,,,,,,,0.5,,,,,,,,,,
kearl,2004-07-26 12:00:00,2004-07-26 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104239,,6E-05,'---,,,,,,,,,,0.178,,,,,,,,,,
kearl,2004-08-24 15:05:00,2004-08-24 14:05:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,0.02,,,,,,,,,,
kearl,2005-07-22 12:00:00,2005-07-22 11:00:00,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,Alberta Research Council,104236,,6E-05,'---,,,,,,,,,,0.06,,,,,,,,,,
kearl,2006-09-14 12:00:00,2006-09-14 11:00:00,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,Alberta Research Council,104233,,6E-05,'---,,,,,,,,,,0.06,,,,,,,,,,
kearl,2007-08-23 09:45:00,2007-08-23 08:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),07SWE02704,07SWE02704,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,0.0158,,,,,,,,,,
kearl,2007-09-11 12:00:00,2007-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104230,,6E-05,'---,,,,,,,,,,0.073,,,,,,,,,,
kearl,2008-09-05 12:15:00,2008-09-05 11:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),08SWE03960,08SWE02165,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.005,,,,,,,,,,
kearl,2009-03-17 09:25:00,2009-03-17 08:25:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,"ALBERTA RESEARCH COUNCIL, INORGANIC ANALYSIS LABORATORY",09SWE00382,09SWE00382-01,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.047,,,,,,,,,,
kearl,2009-08-17 16:15:00,2009-08-17 15:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),09SWE00811,09SWE00715,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.151,,,,,,,,,,
kearl,2009-09-18 12:00:00,2009-09-18 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,Alberta Research Council,104227,,6E-05,'---,,,,,,,,,,0.167,,,,,,,,,,
kearl,2010-08-31 15:45:00,2010-08-31 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.012,,,,,,,,,,
kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.0633,,,,,,,,,,
kearl,2011-09-10 12:00:00,2011-09-10 11:00:00,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.0001,'---,,,,,,,,,,0.1,,,,,,,,,,
kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.005,,,,,,,,,,
kearl,2012-09-08 12:00:00,2012-09-08 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.0001,'---,,,,,,,,,,0.1,,,,,,,,,,
kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.124,,,,,,,,,,
kearl,2013-09-07 12:00:00,2013-09-07 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.0001,'---,,,,,,,,,,0.244,,,,,,,,,,
kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.006,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,0.006,,,,,,,,,,
kearl,2014-09-11 12:00:00,2014-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,6E-06,'---,,,,,,,,,,0.023,,,,,,,,,,
kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.006,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.006,,,,,,,,,,
kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,6E-06,'---,,,,,,,,,,0.362,,,,,,,,,,
kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,6E-06,'---,,,,,,,,,,0.196,,,,,,,,,,
kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.006,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,0.006,,,,,,,,,,
kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,KEARL LAKE,KEARL LAKE,,<,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,6E-06,'---,,,,,,,,,,0.006,,,,,,,,,,
kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,6E-06,'---,,,,,,,,,,0.17,,,,,,,,,,
kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.03,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.12,,,,,,,,,,
kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.03,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.23,,,,,,,,,,
kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.03,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.27,,,,,,,,,,
kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1849,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.03,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,0.33,,,,,,,,,,
kearl,2003-03-24 12:00:00,2003-03-24 12:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104242,,6E-05,'---,,,,,,,,,,,1.0,,,,,,,,,
kearl,2004-07-26 12:00:00,2004-07-26 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104239,,6E-05,'---,,,,,,,,,,,0.183,,,,,,,,,
kearl,2004-08-24 15:05:00,2004-08-24 14:05:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),04SWE02174,04SWE02174,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,0.06,,,,,,,,,
kearl,2005-07-22 12:00:00,2005-07-22 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104236,,6E-05,'---,,,,,,,,,,,0.0751,,,,,,,,,
kearl,2005-08-30 08:55:00,2005-08-30 07:55:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),05SWE03024,05SWE03025,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.26,,,,,,,,,
kearl,2006-08-23 12:00:00,2006-08-23 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),06SWE03220,06SWE01907,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.106,,,,,,,,,
kearl,2006-09-14 12:00:00,2006-09-14 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104233,,6E-05,'---,,,,,,,,,,,0.172,,,,,,,,,
kearl,2007-08-23 09:45:00,2007-08-23 08:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),07SWE02704,07SWE02704,,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,0.095,,,,,,,,,
kearl,2007-09-11 12:00:00,2007-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104230,,6E-05,'---,,,,,,,,,,,0.074,,,,,,,,,
kearl,2008-09-05 12:15:00,2008-09-05 11:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),08SWE03960,08SWE02165,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.0345,,,,,,,,,
kearl,2009-03-17 09:25:00,2009-03-17 08:25:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,"ALBERTA RESEARCH COUNCIL, INORGANIC ANALYSIS LABORATORY",09SWE00382,09SWE00382-01,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.048,,,,,,,,,
kearl,2009-08-17 16:15:00,2009-08-17 15:15:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),09SWE00811,09SWE00715,,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.153,,,,,,,,,
kearl,2009-09-18 12:00:00,2009-09-18 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,Alberta Research Council,104227,,6E-05,'---,,,,,,,,,,,0.169,,,,,,,,,
kearl,2010-08-31 15:45:00,2010-08-31 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),10SWE01442,10SWE01443,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.0121,,,,,,,,,
kearl,2011-09-01 08:30:00,2011-09-01 07:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),11SWE06688,11SWE06689,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.0751,,,,,,,,,
kearl,2011-09-10 12:00:00,2011-09-10 11:00:00,KEARL LAKE,KEARL LAKE,,<,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106085,,0.0001,'---,,,,,,,,,,,0.1,,,,,,,,,
kearl,2012-08-26 15:45:00,2012-08-26 14:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),12SWE02081,12SWE02082,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.005,,,,,,,,,
kearl,2012-09-08 12:00:00,2012-09-08 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106088,,0.0001,'---,,,,,,,,,,,0.1,,,,,,,,,
kearl,2013-08-28 13:10:00,2013-08-28 12:10:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),13SWE02340,13SWE02341,0.1,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.125,,,,,,,,,
kearl,2013-09-07 12:00:00,2013-09-07 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),106968,,0.0001,'---,,,,,,,,,,,0.278,,,,,,,,,
kearl,2014-08-18 16:00:00,2014-08-18 15:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),14SWE02236,14SWE02237,0.008,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,0.008,,,,,,,,,
kearl,2014-09-11 12:00:00,2014-09-11 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),107422,,8E-06,'---,,,,,,,,,,,0.024,,,,,,,,,
kearl,2015-08-29 07:30:00,2015-08-29 06:30:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),15SWE05523,15SWE05524,0.008,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.008,,,,,,,,,
kearl,2016-03-15 12:00:00,2016-03-15 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112630,,8E-06,'---,,,,,,,,,,,0.472,,,,,,,,,
kearl,2016-07-19 12:00:00,2016-07-19 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112429,,8E-06,'---,,,,,,,,,,,0.319,,,,,,,,,
kearl,2016-08-26 11:45:00,2016-08-26 10:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),16SWE08263,16SWE08264,0.008,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,0.008,,,,,,,,,
kearl,2016-09-20 12:00:00,2016-09-20 11:00:00,KEARL LAKE,KEARL LAKE,,<,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),112237,,8E-06,'---,,,,,,,,,,,0.008,,,,,,,,,
kearl,2017-03-13 12:00:00,2017-03-13 11:00:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),111802,,8E-06,'---,,,,,,,,,,,0.589,,,,,,,,,
kearl,2017-08-25 07:45:00,2017-08-25 06:45:00,KEARL LAKE,KEARL LAKE,,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),17SWE12773,17SWE12774,0.03,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.19,,,,,,,,,
kearl,2020-09-18 10:40:00,2020-09-18 09:40:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),20SWE11038,20SWE11039,0.03,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.22,,,,,,,,,
kearl,2021-08-18 15:15:00,2021-08-18 14:15:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),21SWE04621,21SWE04621-01,0.03,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.34,,,,,,,,,
kearl,2022-09-16 07:20:00,2022-09-16 06:20:00,KEARL LAKE,KEARL LAKE,0.1,'---,µg/l,1847,AITF-EAS (ENVIRONMENTAL ANALYTICAL SERVICES),22SWE04634,22SWE04634-01,0.03,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,0.56,,,,,,,,,
kearl,2003-08-31 12:00:00,2003-08-31 11:00:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,03SWE02484,03SWE02484,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,1.127,,,,,,,,
kearl,2004-06-17 14:30:00,2004-06-17 13:30:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01029,04SWE01030,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,0.773,,,,,,,,
kearl,2004-07-14 09:15:00,2004-07-14 08:15:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE01843,04SWE01844,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,0.88,,,,,,,,
kearl,2004-08-24 15:05:00,2004-08-24 14:05:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE02174,04SWE02174,0.007,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,0.942,,,,,,,,
kearl,2004-09-25 13:10:00,2004-09-25 12:10:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,04SWE03253,04SWE03254,0.007,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,1.137,,,,,,,,
kearl,2005-04-07 08:00:00,2005-04-07 07:00:00,KEARL LAKE,KEARL LAKE,1.0,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE01009,05SWE01010,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,1.881,,,,,,,,
kearl,2005-05-26 12:00:00,2005-05-26 11:00:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04399,05SWE04399,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,0.955,,,,,,,,
kearl,2005-07-13 12:00:00,2005-07-13 11:00:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04409,05SWE04409,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,1.062,,,,,,,,
kearl,2005-08-30 08:55:00,2005-08-30 07:55:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE03024,05SWE03025,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,0.943,,,,,,,,
kearl,2005-09-28 12:00:00,2005-09-28 11:00:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,05SWE04418,05SWE04418,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,0.956,,,,,,,,
kearl,2006-08-23 12:00:00,2006-08-23 11:00:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,06SWE03220,06SWE01907,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,1.19,,,,,,,,
kearl,2007-08-23 09:45:00,2007-08-23 08:45:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,07SWE02704,07SWE02704,0.007,Centre,SINGLE EUPHOTIC COMPOSITE,,,,,,,,,,,1.16,,,,,,,,
kearl,2008-09-05 12:15:00,2008-09-05 11:15:00,KEARL LAKE,KEARL LAKE,,'---,mg/l,3435,UNIVERSITY OF ALBERTA - BIOGEOCHEMICAL ANALYTICAL SERVICE LABORATORY,08SWE03960,08SWE02165,0.007,Centre,DISCRETE SAMPLE (GRAB),,,,,,,,,,,1.02,,,,,,,,
